Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Logical quotient rating,coding skills rating,can work long time before system?,self-learning capability?,Interested subjects,Type of company want to settle in?,Management or Technical,Suggested Job Role
76,91,92,93,61,71,68,4,8,yes,yes,Management,Product based,Technical,Software Quality Assurance (QA) / Testing
67,66,64,89,69,70,68,7,3,no,yes,programming,Service Based,Technical,Software Systems Engineer
75,76,85,65,90,73,78,9,6,yes,no,Software Engineering,Product based,Technical,Solutions Architect
84,65,77,83,66,60,94,7,5,no,no,data engineering,Cloud Services,Technical,Database Manager
93,87,84,86,90,86,94,7,1,no,yes,networks,Web Services,Technical,Business Intelligence Analyst
84,85,67,66,71,92,65,6,9,yes,yes,parallel computing,Service Based,Management,Programmer Analyst
84,91,63,81,69,93,77,3,9,yes,no,IOT,BPA,Management,Data Architect
70,90,65,64,68,69,77,8,5,no,yes,Software Engineering,Sales and Marketing,Management,Systems Analyst
78,62,63,88,85,62,83,4,2,no,no,IOT,Service Based,Technical,E-Commerce Analyst
94,81,67,79,81,85,94,8,2,no,yes,networks,Sales and Marketing,Technical,Applications Developer
66,79,69,90,77,77,85,5,7,yes,yes,parallel computing,SAaS services,Technical,Systems Analyst
64,62,73,88,79,65,82,7,5,no,no,networks,Product based,Management,Systems Security Administrator
92,84,68,62,61,70,62,5,1,no,yes,IOT,Finance,Technical,Technical Services/Help Desk/Tech Support
69,65,69,69,91,88,81,8,7,yes,yes,Software Engineering,Testing and Maintainance Services,Management,Software Engineer
89,90,85,86,75,78,83,7,2,yes,yes,parallel computing,Service Based,Management,CRM Technical Developer
74,73,62,94,78,60,82,6,1,yes,yes,Computer Architecture,Product based,Technical,Technical Services/Help Desk/Tech Support
80,61,66,86,67,89,68,7,8,no,no,networks,product development,Management,Network Security Administrator
62,62,60,87,81,87,75,5,9,yes,yes,Software Engineering,Cloud Services,Management,Technical Support
90,73,71,89,78,93,69,3,3,yes,no,programming,Cloud Services,Management,Business Systems Analyst
70,90,76,63,86,61,87,9,1,yes,no,cloud computing,BPA,Management,Programmer Analyst
80,73,81,84,85,89,79,3,2,no,yes,data engineering,BPA,Management,Information Technology Auditor
76,90,81,63,71,82,63,8,9,no,yes,Computer Architecture,BPA,Management,Business Intelligence Analyst
76,86,72,91,64,75,92,6,2,no,yes,Management,BPA,Management,E-Commerce Analyst
86,68,85,74,87,71,62,8,8,no,no,Computer Architecture,Product based,Technical,Business Systems Analyst
93,70,71,93,75,76,90,9,6,no,no,Computer Architecture,Cloud Services,Technical,UX Designer
79,80,78,62,91,69,92,5,8,no,yes,Management,Service Based,Management,Software Quality Assurance (QA) / Testing
77,67,77,83,92,65,65,8,9,yes,yes,networks,Web Services,Management,Web Developer
87,92,61,87,64,64,68,6,8,yes,yes,cloud computing,product development,Technical,Solutions Architect
86,92,78,78,69,72,70,3,4,yes,yes,Computer Architecture,SAaS services,Management,Solutions Architect
75,68,92,80,68,79,89,6,9,yes,no,IOT,Testing and Maintainance Services,Technical,Technical Services/Help Desk/Tech Support
66,92,91,76,68,77,74,3,3,no,no,hacking,Testing and Maintainance Services,Management,Database Manager
75,68,74,91,94,64,60,6,7,no,yes,parallel computing,BPA,Technical,Software Quality Assurance (QA) / Testing
93,89,79,76,85,83,65,3,3,no,yes,IOT,BPA,Management,Business Intelligence Analyst
78,66,62,83,94,87,61,7,9,no,no,IOT,Service Based,Management,Software Developer
86,94,66,63,74,67,64,3,8,yes,no,IOT,SAaS services,Management,E-Commerce Analyst
65,82,75,80,85,75,67,8,8,no,no,Management,Finance,Technical,Business Intelligence Analyst
77,67,82,92,69,84,84,7,1,yes,no,Software Engineering,Testing and Maintainance Services,Management,Programmer Analyst
75,65,71,78,75,67,63,7,2,yes,no,Software Engineering,Finance,Technical,Information Technology Manager
63,69,90,89,82,73,85,9,2,yes,yes,IOT,Sales and Marketing,Management,Mobile Applications Developer
81,86,76,63,70,87,61,7,4,no,no,programming,Finance,Technical,Information Technology Auditor
73,73,84,68,67,62,80,3,2,no,yes,programming,Cloud Services,Management,CRM Technical Developer
94,91,68,69,79,92,84,7,9,yes,no,Computer Architecture,Finance,Technical,Design & UX
87,94,91,72,70,79,61,7,9,no,yes,networks,Web Services,Management,Design & UX
76,65,69,61,69,63,87,9,7,no,no,hacking,Service Based,Technical,Technical Engineer
62,62,94,94,87,79,76,6,6,no,yes,cloud computing,Web Services,Management,Network Engineer
67,80,72,77,83,62,65,2,4,yes,yes,parallel computing,product development,Management,Applications Developer
72,75,73,89,63,72,91,9,1,yes,no,IOT,Sales and Marketing,Management,Network Engineer
63,90,86,88,78,87,67,1,4,no,yes,data engineering,Sales and Marketing,Technical,Technical Engineer
71,65,78,88,89,93,64,7,9,no,no,data engineering,Cloud Services,Technical,Software Developer
83,81,85,76,79,86,76,9,4,no,yes,Computer Architecture,Service Based,Technical,Network Engineer
60,78,83,94,88,76,63,8,4,no,no,networks,product development,Management,Data Architect
70,66,89,83,91,94,87,9,6,no,no,programming,Product based,Management,Business Systems Analyst
70,90,81,80,67,73,77,4,4,no,yes,data engineering,Product based,Technical,Software Engineer
85,94,77,81,91,75,84,1,2,no,yes,Computer Architecture,Web Services,Technical,Quality Assurance Associate
81,92,86,88,81,64,92,9,1,yes,yes,data engineering,Web Services,Technical,Database Developer
73,92,76,79,62,69,73,8,9,yes,yes,cloud computing,Web Services,Technical,Technical Support
72,89,83,87,77,81,89,2,9,yes,yes,Software Engineering,SAaS services,Management,Network Security Administrator
92,66,61,82,65,66,88,7,1,no,no,hacking,Finance,Management,Information Technology Auditor
81,78,72,77,81,71,82,9,9,no,yes,programming,Sales and Marketing,Management,Solutions Architect
62,76,92,94,75,80,62,7,5,yes,no,networks,Testing and Maintainance Services,Technical,Software Engineer
85,71,69,92,71,69,60,3,9,no,no,Management,Cloud Services,Management,CRM Business Analyst
80,74,86,64,74,79,88,8,2,no,no,cloud computing,BPA,Management,Quality Assurance Associate
76,86,71,69,66,78,81,9,9,no,yes,IOT,Finance,Technical,Mobile Applications Developer
72,77,82,94,77,71,63,3,3,no,yes,data engineering,Testing and Maintainance Services,Technical,Business Systems Analyst
92,64,65,87,65,61,62,3,8,yes,no,cloud computing,Product based,Management,CRM Technical Developer
75,93,69,71,91,77,72,4,4,no,yes,cloud computing,Finance,Technical,Programmer Analyst
64,77,67,93,65,72,67,6,1,no,no,programming,SAaS services,Management,Information Technology Manager
60,67,63,66,85,70,68,1,3,yes,no,Management,Web Services,Technical,Web Developer
73,82,71,70,73,76,60,9,8,no,yes,Computer Architecture,Sales and Marketing,Technical,Solutions Architect
69,87,64,71,81,92,75,3,9,no,yes,IOT,Web Services,Technical,Programmer Analyst
81,84,70,83,74,72,75,6,8,yes,no,Computer Architecture,Service Based,Technical,Software Engineer
73,94,78,82,91,86,64,4,5,yes,yes,IOT,Testing and Maintainance Services,Management,Solutions Architect
86,75,82,87,70,65,73,5,3,yes,yes,parallel computing,Testing and Maintainance Services,Technical,Project Manager
94,81,83,90,75,92,80,7,4,yes,yes,data engineering,Cloud Services,Management,Business Systems Analyst
79,87,60,75,93,92,70,9,7,yes,yes,IOT,Service Based,Management,Technical Support
77,82,93,72,87,66,89,9,8,no,yes,cloud computing,Testing and Maintainance Services,Technical,CRM Technical Developer
61,62,90,76,89,64,71,6,9,no,yes,Management,Service Based,Technical,Software Developer
70,85,90,73,63,88,60,7,2,yes,yes,IOT,Service Based,Technical,Solutions Architect
69,63,94,75,66,81,71,3,3,no,no,Computer Architecture,Service Based,Technical,Data Architect
93,66,61,70,86,60,67,5,2,no,no,data engineering,Web Services,Management,Systems Analyst
60,74,83,82,85,90,83,6,4,yes,yes,networks,Sales and Marketing,Technical,Technical Services/Help Desk/Tech Support
77,73,89,86,69,90,67,3,9,yes,yes,cloud computing,Testing and Maintainance Services,Management,Software Engineer
83,66,74,92,68,63,76,6,8,no,yes,parallel computing,BPA,Management,Network Security Administrator
65,83,61,84,75,65,92,7,2,no,no,Management,Cloud Services,Technical,Project Manager
93,76,92,70,60,94,84,8,3,no,yes,Management,product development,Technical,Software Engineer
67,67,67,87,79,81,60,3,8,yes,yes,Management,Testing and Maintainance Services,Technical,E-Commerce Analyst
65,87,84,84,62,70,87,6,4,no,yes,IOT,Finance,Technical,Information Security Analyst
68,60,80,85,74,63,90,6,3,no,yes,parallel computing,Testing and Maintainance Services,Technical,Project Manager
70,88,93,86,80,85,82,1,9,yes,yes,parallel computing,BPA,Technical,Quality Assurance Associate
60,78,76,62,66,63,87,9,8,no,no,Computer Architecture,Sales and Marketing,Technical,CRM Business Analyst
62,72,69,74,78,72,94,5,1,no,yes,Computer Architecture,SAaS services,Management,Database Administrator
86,88,94,79,75,74,89,7,2,yes,yes,Software Engineering,Cloud Services,Management,Software Quality Assurance (QA) / Testing
60,88,87,74,77,87,82,9,2,no,no,programming,Sales and Marketing,Management,CRM Technical Developer
67,60,63,64,77,75,69,4,1,no,no,programming,SAaS services,Management,Software Developer
85,92,91,86,68,78,63,2,4,no,no,parallel computing,Web Services,Management,Portal Administrator
64,60,86,68,84,73,83,9,3,no,no,Software Engineering,Web Services,Management,Software Quality Assurance (QA) / Testing
92,93,88,81,72,67,84,3,7,no,no,networks,Testing and Maintainance Services,Technical,Business Systems Analyst
89,82,80,83,71,77,62,8,8,yes,no,data engineering,Service Based,Management,Data Architect
64,60,88,64,93,62,88,3,4,yes,yes,Management,Service Based,Management,Business Systems Analyst
66,64,80,76,82,68,76,5,7,no,yes,programming,Testing and Maintainance Services,Management,Systems Analyst
88,60,90,86,70,94,79,6,9,yes,yes,programming,Service Based,Technical,Technical Support
72,93,72,73,83,69,88,4,1,yes,no,parallel computing,Testing and Maintainance Services,Management,Portal Administrator
81,83,61,75,71,63,73,9,7,yes,no,IOT,Testing and Maintainance Services,Technical,Technical Support
93,72,92,88,66,79,69,5,4,yes,yes,cloud computing,Sales and Marketing,Technical,CRM Technical Developer
60,91,70,72,79,90,83,4,6,no,no,programming,product development,Management,Systems Analyst
86,60,61,81,69,61,79,6,3,yes,no,Computer Architecture,product development,Technical,Database Developer
88,68,67,80,65,90,60,4,8,no,yes,IOT,Sales and Marketing,Management,Technical Support
66,67,92,82,92,78,92,2,7,no,no,Management,BPA,Technical,E-Commerce Analyst
90,82,81,81,81,64,65,9,8,no,no,data engineering,Product based,Technical,Systems Security Administrator
67,60,62,63,93,69,88,6,5,no,yes,Computer Architecture,BPA,Technical,UX Designer
82,61,65,77,82,86,75,2,7,yes,yes,networks,Product based,Technical,Information Technology Auditor
68,69,81,68,85,93,84,1,6,no,no,networks,Web Services,Management,Software Quality Assurance (QA) / Testing
81,88,70,90,65,75,76,7,3,no,yes,data engineering,Testing and Maintainance Services,Technical,Data Architect
64,93,61,72,85,77,64,7,8,no,yes,Computer Architecture,Product based,Management,Technical Services/Help Desk/Tech Support
80,82,89,73,63,87,69,6,8,yes,yes,cloud computing,Service Based,Technical,Web Developer
93,67,75,62,80,69,73,3,7,no,yes,Software Engineering,BPA,Technical,Network Security Administrator
91,75,90,88,71,88,73,5,6,yes,no,parallel computing,Service Based,Management,Programmer Analyst
60,85,75,61,93,73,90,7,6,yes,yes,networks,Finance,Technical,Business Systems Analyst
70,61,60,72,72,72,87,3,2,yes,no,programming,Testing and Maintainance Services,Technical,Database Administrator
74,70,88,87,82,92,69,3,5,no,yes,networks,Cloud Services,Management,Technical Support
67,75,92,71,61,87,60,2,5,no,no,programming,Sales and Marketing,Technical,Network Security Engineer
68,86,66,70,77,89,86,1,6,yes,yes,hacking,SAaS services,Management,Network Security Engineer
93,60,75,92,75,76,60,9,2,no,no,parallel computing,Cloud Services,Technical,Technical Services/Help Desk/Tech Support
92,90,79,82,78,60,78,2,4,no,no,networks,Finance,Management,Systems Analyst
82,67,83,80,66,94,76,4,2,yes,yes,networks,product development,Technical,Software Developer
71,75,63,94,67,81,89,7,3,no,no,programming,Finance,Technical,Network Engineer
63,90,71,69,81,71,88,2,5,no,no,IOT,Web Services,Management,Database Manager
76,91,75,64,79,76,76,7,3,yes,no,Computer Architecture,product development,Management,Software Developer
76,93,74,91,68,75,61,8,1,no,no,data engineering,Sales and Marketing,Technical,Information Technology Manager
63,60,75,72,71,62,84,8,9,yes,yes,data engineering,Service Based,Technical,Design & UX
85,89,67,93,93,93,69,8,2,yes,yes,data engineering,Testing and Maintainance Services,Management,Database Manager
77,85,82,68,76,78,69,5,2,no,no,parallel computing,SAaS services,Technical,Network Engineer
84,63,65,79,94,74,91,7,9,no,no,Management,SAaS services,Management,Database Administrator
72,74,81,61,87,79,64,6,8,no,no,programming,Web Services,Technical,Programmer Analyst
65,71,75,90,81,78,79,3,6,no,no,parallel computing,SAaS services,Management,Information Technology Manager
64,71,61,64,64,89,65,2,8,no,yes,networks,Cloud Services,Management,Network Engineer
74,84,91,61,69,79,94,3,3,no,yes,Software Engineering,Cloud Services,Management,Information Technology Auditor
65,77,78,81,70,77,94,1,8,yes,yes,parallel computing,SAaS services,Technical,Data Architect
74,67,87,72,75,78,91,6,9,yes,yes,Management,Sales and Marketing,Management,Information Security Analyst
82,88,61,94,81,75,90,4,8,yes,no,data engineering,product development,Technical,Web Developer
75,91,63,90,94,73,64,5,4,yes,no,cloud computing,BPA,Technical,Technical Support
74,66,63,67,61,81,65,6,6,yes,yes,Computer Architecture,Web Services,Technical,Software Quality Assurance (QA) / Testing
77,84,67,88,66,71,60,5,6,yes,yes,IOT,Product based,Technical,Information Technology Manager
78,94,83,84,93,92,73,4,7,yes,yes,networks,BPA,Management,Database Manager
73,77,72,65,63,70,63,9,9,yes,no,cloud computing,Sales and Marketing,Technical,Mobile Applications Developer
85,94,82,60,84,82,90,5,1,yes,yes,Management,Testing and Maintainance Services,Technical,CRM Business Analyst
80,73,80,67,84,60,90,1,9,no,yes,cloud computing,Sales and Marketing,Management,CRM Business Analyst
85,64,62,77,60,66,74,2,9,no,yes,IOT,Product based,Technical,CRM Business Analyst
76,78,61,89,88,67,75,9,3,no,no,IOT,Sales and Marketing,Technical,Technical Engineer
78,74,88,75,60,76,74,4,1,no,no,parallel computing,Product based,Management,Technical Support
92,88,62,90,81,83,67,6,9,no,no,IOT,Cloud Services,Technical,Database Developer
73,65,82,61,65,77,70,4,8,no,yes,Management,Product based,Management,Project Manager
84,79,94,67,92,86,66,6,2,no,yes,cloud computing,product development,Management,Project Manager
74,82,66,78,71,83,84,1,9,yes,yes,hacking,Finance,Management,Technical Support
64,64,82,94,72,67,62,2,5,yes,no,data engineering,Finance,Management,Database Administrator
84,74,93,62,90,64,87,3,8,yes,no,data engineering,Product based,Technical,CRM Business Analyst
69,83,71,68,82,76,72,8,3,yes,yes,Management,Web Services,Management,Network Security Administrator
64,88,89,92,61,91,80,7,6,no,yes,IOT,Finance,Management,Software Engineer
74,61,64,68,76,67,66,2,9,no,no,IOT,Cloud Services,Management,Software Systems Engineer
63,63,71,67,81,79,78,3,1,yes,no,parallel computing,Web Services,Technical,Systems Security Administrator
76,89,93,71,79,79,73,7,1,yes,yes,Computer Architecture,Sales and Marketing,Technical,Design & UX
64,85,62,72,62,62,65,4,1,no,yes,cloud computing,Service Based,Management,Network Security Administrator
66,93,81,85,83,84,65,9,5,yes,no,Computer Architecture,SAaS services,Management,Applications Developer
82,77,66,87,74,90,68,7,4,yes,no,programming,Sales and Marketing,Technical,Network Security Administrator
84,78,78,83,73,76,82,9,5,yes,no,parallel computing,SAaS services,Management,Portal Administrator
62,93,82,89,82,72,79,5,6,yes,yes,hacking,BPA,Technical,Database Developer
86,91,88,91,74,67,79,7,8,yes,yes,IOT,BPA,Technical,Design & UX
60,91,70,92,93,60,65,5,2,yes,yes,Computer Architecture,Testing and Maintainance Services,Management,CRM Business Analyst
89,78,68,65,69,85,83,4,6,yes,no,programming,Web Services,Management,Network Security Administrator
60,64,70,62,89,76,92,8,5,yes,no,parallel computing,Cloud Services,Management,Network Security Engineer
74,69,93,65,69,75,65,9,3,yes,no,programming,Service Based,Management,Information Technology Auditor
85,91,79,88,91,71,76,5,4,yes,yes,Computer Architecture,Service Based,Management,Information Technology Manager
69,87,87,83,75,63,60,1,9,no,no,hacking,BPA,Technical,Technical Support
62,81,74,68,60,94,70,3,2,no,no,hacking,Web Services,Management,Software Engineer
